gene_id	gene_biotype	gene_name	species
PBANKA_0929200	protein_coding	PBANKA-0929200-pb	p.berghei
PBANKA_0929300	protein_coding	ARC40-pb	p.berghei
PBANKA_0929400	protein_coding	MLC-B-pb	p.berghei
PBANKA_0929500	protein_coding	MYST-pb	p.berghei
PBANKA_0929600	protein_coding	NOP56-pb	p.berghei
PBANKA_0929700	protein_coding	PBANKA-0929700-pb	p.berghei
PBANKA_0929800	protein_coding	PBANKA-0929800-pb	p.berghei
PBANKA_0929900	protein_coding	PBANKA-0929900-pb	p.berghei
PBANKA_0930000	protein_coding	AP1S-pb	p.berghei
PBANKA_0930100	protein_coding	PBANKA-0930100-pb	p.berghei
PBANKA_0930200	protein_coding	MLH-pb	p.berghei
PBANKA_0930300	protein_coding	PBANKA-0930300-pb	p.berghei
PBANKA_0930400	protein_coding	ICT1-pb	p.berghei
PBANKA_0930500	protein_coding	PBANKA-0930500-pb	p.berghei
PBANKA_0930600	protein_coding	PBANKA-0930600-pb	p.berghei
PBANKA_0930700	protein_coding	PBANKA-0930700-pb	p.berghei
PBANKA_0930800	protein_coding	PBANKA-0930800-pb	p.berghei
PBANKA_0930900	protein_coding	UCH54-pb	p.berghei
PBANKA_0931000	protein_coding	Pb115-pb	p.berghei
PBANKA_0931100	protein_coding	PBANKA-0931100-pb	p.berghei
PBANKA_0931200	protein_coding	HSP101-pb	p.berghei
PBANKA_0931300	protein_coding	DPAP1-pb	p.berghei
PBANKA_0931400	protein_coding	STT3-pb	p.berghei
PBANKA_0931500	protein_coding	FT2-pb	p.berghei
PBANKA_0931600	protein_coding	SEC12-pb	p.berghei
PBANKA_0931700	protein_coding	CYP19C-pb	p.berghei
PBANKA_0931800	protein_coding	PDX2-pb	p.berghei
PBANKA_0931900	protein_coding	PBANKA-0931900-pb	p.berghei
PBANKA_0932000	protein_coding	RON4-pb	p.berghei
PBANKA_0932100	protein_coding	DHHC9-pb	p.berghei
PBANKA_0932200	protein_coding	PBANKA-0932200-pb	p.berghei
PBANKA_0932300	protein_coding	ApiAP2-pb.2	p.berghei
PBANKA_0932400	protein_coding	BP2-pb	p.berghei
PBANKA_0932500	protein_coding	SET7-pb	p.berghei
PBANKA_0932600	protein_coding	PBANKA-0932600-pb	p.berghei
PBANKA_0932700	protein_coding	PCAS-091160:exon:5-pb	p.berghei
PBANKA_0932800	protein_coding	PBANKA-0932800-pb	p.berghei
PBANKA_0932900	protein_coding	G3PDH-pb	p.berghei
PBANKA_0933000	protein_coding	CLK3-pb	p.berghei
PBANKA_0933100	protein_coding	PBANKA-0933100-pb	p.berghei
PBANKA_0933200	protein_coding	PBANKA-0933200-pb	p.berghei
PBANKA_0933300	protein_coding	PBANKA-0933300-pb	p.berghei
PBANKA_0933400	protein_coding	PBANKA-0933400-pb	p.berghei
PBANKA_0933400.1	protein_coding	PBANKA-0933400-pb.1	p.berghei
PBANKA_0933500	protein_coding	ROM1-pb	p.berghei
PBANKA_0933600	protein_coding	PBANKA-0933600-pb	p.berghei
PBANKA_0933700	protein_coding	MAPK2-pb	p.berghei
PBANKA_0933800	protein_coding	PBANKA-0933800-pb	p.berghei
PBANKA_0933900	protein_coding	GLO1-pb	p.berghei
PBANKA_0934000	protein_coding	PBANKA-0934000-pb	p.berghei
PBANKA_0934100	protein_coding	PBANKA-0934100-pb	p.berghei
PBANKA_0934200	protein_coding	DSK2-pb	p.berghei
PBANKA_0934300	protein_coding	UGT-pb	p.berghei
PBANKA_0934400	protein_coding	PBANKA-0934400-pb	p.berghei
PBANKA_0934500	protein_coding	PRL-pb	p.berghei
PBANKA_0934600	protein_coding	PBANKA-0934600-pb	p.berghei
PBANKA_0934700	protein_coding	PBANKA-0934700-pb	p.berghei
PBANKA_0934800	protein_coding	PBANKA-0934800-pb	p.berghei
PBANKA_0934900	protein_coding	PBANKA-0934900-pb	p.berghei
PBANKA_0935000	protein_coding	PBANKA-0935000-pb	p.berghei
PBANKA_0935100	protein_coding	PBANKA-0935100-pb	p.berghei
PBANKA_0935200	protein_coding	PBANKA-0935200-pb	p.berghei
PBANKA_0935300	protein_coding	PBANKA-0935300-pb	p.berghei
PBANKA_0935400	protein_coding	COQ4-pb	p.berghei
PBANKA_0935500	protein_coding	PBANKA-0935500-pb	p.berghei
PBANKA_0935600	protein_coding	PBANKA-0935600-pb	p.berghei
PBANKA_0935700	protein_coding	PBANKA-0935700-pb	p.berghei
PBANKA_0935800	protein_coding	PBANKA-0935800-pb	p.berghei
PBANKA_0935900	protein_coding	PBANKA-0935900-pb	p.berghei
PBANKA_0936000	protein_coding	PBANKA-0936000-pb	p.berghei
PBANKA_0936100	protein_coding	PBANKA-0936100-pb	p.berghei
PBANKA_0936200	protein_coding	PBANKA-0936200-pb	p.berghei
PBANKA_0936300	protein_coding	BOS1-pb	p.berghei
PBANKA_0936400	protein_coding	PBANKA-0936400-pb	p.berghei
PBANKA_0936500	protein_coding	RFC5-pb	p.berghei
PBANKA_0936600	protein_coding	PBANKA-0936600-pb	p.berghei
PBANKA_0936700	protein_coding	PBANKA-0936700-pb	p.berghei
PBANKA_0936800	protein_coding	PBANKA-0936800-pb	p.berghei
PBANKA_0936900	protein_coding	ALP1-pb	p.berghei
PBANKA_0937000	protein_coding	PBANKA-0937000-pb	p.berghei
PBANKA_0937100	protein_coding	VPS35-pb	p.berghei
PBANKA_0937200	protein_coding	PBANKA-0937200-pb	p.berghei
PBANKA_0937200.1	protein_coding	PBANKA-0937200-pb.1	p.berghei
PBANKA_0937300	protein_coding	PBANKA-0937300-pb	p.berghei
PBANKA_0937400	protein_coding	PRPF6-pb	p.berghei
PBANKA_0937500	protein_coding	PBANKA-0937500-pb	p.berghei
PBANKA_0937600	protein_coding	PBANKA-0937600-pb	p.berghei
PBANKA_0937700	protein_coding	RPL36-pb	p.berghei
PBANKA_0937750	snoRNA_encoding	PBANKA-0937750-pb	p.berghei
PBANKA_0937800	protein_coding	ENP1-pb	p.berghei
PBANKA_0937840	snoRNA_encoding	PBANKA-0937840-pb	p.berghei
PBANKA_0937860	snoRNA_encoding	PBANKA-0937860-pb	p.berghei
PBANKA_0937880	snoRNA_encoding	PBANKA-0937880-pb	p.berghei
PBANKA_0937900	protein_coding	PBANKA-0937900-pb	p.berghei
PBANKA_0938000	protein_coding	PBANKA-0938000-pb	p.berghei
PBANKA_0938050	snoRNA_encoding	PBANKA-0938050-pb	p.berghei
PBANKA_0938100	protein_coding	PBANKA-0938100-pb	p.berghei
PBANKA_0938200	protein_coding	PBANKA-0938200-pb	p.berghei
PBANKA_0938300	protein_coding	PBANKA-0938300-pb	p.berghei
PBANKA_0938400	protein_coding	ERC-pb	p.berghei
PBANKA_0938500	protein_coding	PBANKA-0938500-pb	p.berghei
PBANKA_0938600	protein_coding	CK2alpha-pb	p.berghei
PBANKA_0938700	protein_coding	DTD-pb	p.berghei
PBANKA_0938800	protein_coding	PBANKA-0938800-pb	p.berghei
PBANKA_0938900	protein_coding	PBANKA-0938900-pb	p.berghei
PBANKA_0939000	protein_coding	MSCS-pb	p.berghei
PBANKA_0939100	protein_coding	ApiAP2-pb.3	p.berghei
PBANKA_0939200	protein_coding	PES-pb	p.berghei
PBANKA_0939300	protein_coding	PBANKA-0939300-pb	p.berghei
PBANKA_0939400	protein_coding	PBANKA-0939400-pb	p.berghei
PBANKA_0939500	protein_coding	RAD51-pb	p.berghei
PBANKA_0939600	protein_coding	PAIP1-pb	p.berghei
PBANKA_0939700	protein_coding	PBANKA-0939700-pb	p.berghei
PBANKA_0939800	protein_coding	PBANKA-0939800-pb	p.berghei
PBANKA_0939900	protein_coding	LSM4-pb	p.berghei
PBANKA_0940000	protein_coding	PBANKA-0940000-pb	p.berghei
PBANKA_0940100	protein_coding	pTKL-pb	p.berghei
PBANKA_0940200	protein_coding	DNA2-pb	p.berghei
PBANKA_0940300	protein_coding	PBANKA-0940300-pb	p.berghei
PBANKA_0940400	protein_coding	PBANKA-0940400-pb	p.berghei
PBANKA_0940500	protein_coding	PBANKA-0940500-pb	p.berghei
PBANKA_0940600	protein_coding	XRN1-pb	p.berghei
PBANKA_0940700	protein_coding	PBANKA-0940700-pb	p.berghei
PBANKA_0940800	protein_coding	PBANKA-0940800-pb	p.berghei
PBANKA_0940900	protein_coding	RUVB2-pb	p.berghei
PBANKA_0941000	protein_coding	PBANKA-0941000-pb	p.berghei
PBANKA_0941100	protein_coding	PBANKA-0941100-pb	p.berghei
PBANKA_0941200	protein_coding	RTCB-pb	p.berghei
PBANKA_0941300	protein_coding	PTEX88-pb	p.berghei
PBANKA_0941400	protein_coding	CEN4-pb	p.berghei
PBANKA_0941500	protein_coding	RPS4-pb	p.berghei
PBANKA_0941600	protein_coding	PBANKA-0941600-pb	p.berghei
PBANKA_0941700	protein_coding	WDR8-pb	p.berghei
PBANKA_0941800	protein_coding	H2B-pb	p.berghei
PBANKA_0941900	protein_coding	H4-pb	p.berghei
PBANKA_0942000	protein_coding	PBANKA-0942000-pb	p.berghei
PBANKA_0942100	protein_coding	PBANKA-0942100-pb	p.berghei
PBANKA_0942200	protein_coding	RPC25-pb	p.berghei
PBANKA_0942300	protein_coding	PBANKA-0942300-pb	p.berghei
PBANKA_0942400	protein_coding	PBANKA-0942400-pb	p.berghei
PBANKA_0942500	protein_coding	Trx-mero-pb	p.berghei
PBANKA_0942600	protein_coding	PBANKA-0942600-pb	p.berghei
PBANKA_0942700	protein_coding	SNF2L-pb	p.berghei
PBANKA_0942800	protein_coding	PBANKA-0942800-pb	p.berghei
PBANKA_0942900	protein_coding	PBANKA-0942900-pb	p.berghei
PBANKA_0943000	protein_coding	PBANKA-0943000-pb	p.berghei
PBANKA_0943100	protein_coding	NOT1-pb	p.berghei
PBANKA_0943200	protein_coding	PBANKA-0943200-pb	p.berghei
PBANKA_0943300	protein_coding	ALP2a-pb	p.berghei
PBANKA_0943400	protein_coding	PBANKA-0943400-pb	p.berghei
PBANKA_0943500	protein_coding	SufD-pb	p.berghei
PBANKA_0943541	tRNA_encoding	PBANKA-0943541-pb	p.berghei
PBANKA_0943561	tRNA_encoding	PBANKA-0943561-pb	p.berghei
PBANKA_0943600	protein_coding	PBANKA-0943600-pb	p.berghei
PBANKA_0943700	protein_coding	PBANKA-0943700-pb	p.berghei
PBANKA_0943800	protein_coding	PBANKA-0943800-pb	p.berghei
PBANKA_0943900	protein_coding	PBANKA-0943900-pb	p.berghei
PBANKA_0944000	protein_coding	PBANKA-0944000-pb	p.berghei
PBANKA_0944021	protein_coding	PBANKA-0944021-pb	p.berghei
PBANKA_0944041	protein_coding	Pb235-pb.5	p.berghei
PBANKA_0944061	protein_coding	PBANKA-0944061-pb	p.berghei
PBANKA_0944081	protein_coding	PBANKA-0944081-pb	p.berghei
PBANKA_0944101	protein_coding	PBANKA-0944101-pb	p.berghei
PBANKA_0944121	protein_coding	PBANKA-0944121-pb	p.berghei
PBANKA_1000011	protein_coding	PBANKA-1000011-pb	p.berghei
PBANKA_1000021	protein_coding	PBANKA-1000021-pb	p.berghei
PBANKA_1000031	protein_coding	PBANKA-1000031-pb	p.berghei
PBANKA_1000041	protein_coding	PBANKA-1000041-pb	p.berghei
PBANKA_1000051	protein_coding	PBANKA-1000051-pb	p.berghei
PBANKA_1000061	protein_coding	PBANKA-1000061-pb	p.berghei
PBANKA_1000071	protein_coding	PBANKA-1000071-pb	p.berghei
PBANKA_1000081	protein_coding	PBANKA-1000081-pb	p.berghei
PBANKA_1000091	protein_coding	PBANKA-1000091-pb	p.berghei
PBANKA_1000100	protein_coding	Pb235-pb.6	p.berghei
PBANKA_1000200	protein_coding	PBANKA-1000200-pb	p.berghei
PBANKA_1000300	protein_coding	PBANKA-1000300-pb	p.berghei
PBANKA_1000400	protein_coding	PBANKA-1000400-pb	p.berghei
PBANKA_1000451	protein_coding	PBANKA-1000451-pb	p.berghei
PBANKA_1000500	protein_coding	PBANKA-1000500-pb	p.berghei
PBANKA_1000600	protein_coding	PBANKA-1000600-pb	p.berghei
PBANKA_1000651	tRNA_encoding	PBANKA-1000651-pb	p.berghei
PBANKA_1000700	protein_coding	PBANKA-1000700-pb	p.berghei
PBANKA_1000800	protein_coding	PBANKA-1000800-pb	p.berghei
PBANKA_1000900	protein_coding	PBANKA-1000900-pb	p.berghei
PBANKA_1001000	protein_coding	PBANKA-1001000-pb	p.berghei
PBANKA_1001100	protein_coding	PBANKA-1001100-pb	p.berghei
PBANKA_1001200	protein_coding	PBANKA-1001200-pb	p.berghei
PBANKA_1001300	protein_coding	PBANKA-1001300-pb	p.berghei
PBANKA_1001400	protein_coding	CLF1-pb	p.berghei
PBANKA_1001500	protein_coding	PBANKA-1001500-pb	p.berghei
PBANKA_1001600	protein_coding	SET8-pb	p.berghei
PBANKA_1001700	protein_coding	PBANKA-1001700-pb	p.berghei
PBANKA_1001800	protein_coding	AP2-SP2-pb	p.berghei
PBANKA_1001900	protein_coding	PBANKA-1001900-pb	p.berghei
PBANKA_1002000	protein_coding	PBANKA-1002000-pb	p.berghei
PBANKA_1002100	protein_coding	P36-pb	p.berghei
PBANKA_1002200	protein_coding	P36p-pb	p.berghei
PBANKA_1002300	protein_coding	PBANKA-1002300-pb	p.berghei
PBANKA_1002400	protein_coding	DPAP3-pb	p.berghei
PBANKA_1002500	protein_coding	S10-pb	p.berghei
PBANKA_1002600	protein_coding	P41-pb	p.berghei
PBANKA_1002700	protein_coding	DDX51-pb	p.berghei
PBANKA_1002800	protein_coding	SEC24B-pb	p.berghei
PBANKA_1002900	protein_coding	PBANKA-1002900-pb	p.berghei
PBANKA_1003000	protein_coding	LISP2-pb	p.berghei
PBANKA_1003100	protein_coding	PRPF8-pb	p.berghei
PBANKA_1003200	protein_coding	PBANKA-1003200-pb	p.berghei
PBANKA_1003300	protein_coding	PBANKA-1003300-pb	p.berghei
PBANKA_1003400	protein_coding	UIS14-pb	p.berghei
PBANKA_1003500	protein_coding	PBANKA-1003500-pb	p.berghei
PBANKA_1003600	protein_coding	ASP-pb	p.berghei
PBANKA_1003700	protein_coding	PBANKA-1003700-pb	p.berghei
PBANKA_1003800	protein_coding	PBANKA-1003800-pb	p.berghei
PBANKA_1003900	protein_coding	PBANKA-1003900-pb	p.berghei
PBANKA_1004000	protein_coding	cGLO2-pb	p.berghei
PBANKA_1004100	protein_coding	PBANKA-1004100-pb	p.berghei
PBANKA_1004200	protein_coding	PBANKA-1004200-pb	p.berghei
PBANKA_1004300	protein_coding	PBANKA-1004300-pb	p.berghei
PBANKA_1004400	protein_coding	PBANKA-1004400-pb	p.berghei
PBANKA_1004500	protein_coding	PBANKA-1004500-pb	p.berghei
PBANKA_1004600	protein_coding	PBANKA-1004600-pb	p.berghei
PBANKA_1004700	protein_coding	PBANKA-1004700-pb	p.berghei
PBANKA_1004800	protein_coding	PTH2-pb	p.berghei
PBANKA_1004900	protein_coding	PBANKA-1004900-pb	p.berghei
PBANKA_1005000	protein_coding	PBANKA-1005000-pb	p.berghei
PBANKA_1005100	protein_coding	PBANKA-1005100-pb	p.berghei
PBANKA_1005200	protein_coding	PBANKA-1005200-pb	p.berghei
PBANKA_1005300	protein_coding	PBANKA-1005300-pb	p.berghei
PBANKA_1005400	protein_coding	CINCH-pb	p.berghei
PBANKA_1005500	protein_coding	PBANKA-1005500-pb	p.berghei
PBANKA_1005600	protein_coding	PBANKA-1005600-pb	p.berghei
PBANKA_1005700	protein_coding	PBANKA-1005700-pb	p.berghei
PBANKA_1005800	protein_coding	PBANKA-1005800-pb	p.berghei
PBANKA_1005900	protein_coding	ZRANB2-pb	p.berghei
PBANKA_1006000	protein_coding	PBANKA-1006000-pb	p.berghei
PBANKA_1006100	protein_coding	FEN1-pb	p.berghei
PBANKA_1006200	protein_coding	SIAP1-pb	p.berghei
PBANKA_1006300	protein_coding	PLP1-pb	p.berghei
PBANKA_1006400	protein_coding	PBANKA-1006400-pb	p.berghei
PBANKA_1006500	protein_coding	KAE1-pb	p.berghei
PBANKA_1006600	protein_coding	PBANKA-1006600-pb	p.berghei
PBANKA_1006700	protein_coding	PRPF31-pb	p.berghei
PBANKA_1006800	protein_coding	SOF1-pb	p.berghei
PBANKA_1006900	protein_coding	PBANKA-1006900-pb	p.berghei
PBANKA_1007000	protein_coding	PBANKA-1007000-pb	p.berghei
PBANKA_1007100	protein_coding	PBANKA-1007100-pb	p.berghei
PBANKA_1007200	protein_coding	RPA1-pb	p.berghei
PBANKA_1007300	protein_coding	RF2-pb.1	p.berghei
PBANKA_1007400	protein_coding	PBANKA-1007400-pb	p.berghei
PBANKA_1007500	protein_coding	ALP5b-pb	p.berghei
PBANKA_1007600	protein_coding	EVP1-pb	p.berghei
PBANKA_1007641	tRNA_encoding	PBANKA-1007641-pb	p.berghei
PBANKA_1007661	tRNA_encoding	PBANKA-1007661-pb	p.berghei
PBANKA_1007700	protein_coding	PPM1-pb	p.berghei
PBANKA_1007800	protein_coding	RRP4-pb	p.berghei
PBANKA_1007900	protein_coding	PBANKA-1007900-pb	p.berghei
PBANKA_1008000	protein_coding	ATRP-pb	p.berghei
PBANKA_1008100	protein_coding	RbgA-pb	p.berghei
PBANKA_1008200	protein_coding	PKG-pb	p.berghei
PBANKA_1008300	protein_coding	PBANKA-1008300-pb	p.berghei
PBANKA_1008400	protein_coding	PBANKA-1008400-pb	p.berghei
PBANKA_1008500	protein_coding	PTEX150-pb	p.berghei
PBANKA_1008600	protein_coding	PBANKA-1008600-pb	p.berghei
PBANKA_1008700	protein_coding	PBANKA-1008700-pb	p.berghei
PBANKA_1008800	protein_coding	PBANKA-1008800-pb	p.berghei
PBANKA_1008900	protein_coding	PBANKA-1008900-pb	p.berghei
PBANKA_1009000	protein_coding	ERA-pb	p.berghei
PBANKA_1009100	protein_coding	PBANKA-1009100-pb	p.berghei
PBANKA_1009200	protein_coding	PBANKA-1009200-pb	p.berghei
PBANKA_1009300	protein_coding	CLC-pb	p.berghei
PBANKA_1009400	protein_coding	EMC4-pb	p.berghei
PBANKA_1009500	protein_coding	PBANKA-1009500-pb	p.berghei
PBANKA_1009600	protein_coding	PBANKA-1009600-pb	p.berghei
PBANKA_1009700	protein_coding	PBANKA-1009700-pb	p.berghei
PBANKA_1009800	protein_coding	COX15-pb	p.berghei
PBANKA_1009900	protein_coding	PBANKA-1009900-pb	p.berghei
PBANKA_1010000	protein_coding	PBANKA-1010000-pb	p.berghei
PBANKA_1010100	protein_coding	TIM17-pb	p.berghei
PBANKA_1010200	protein_coding	METAP2-pb	p.berghei
PBANKA_1010300	protein_coding	PBANKA-1010300-pb	p.berghei
PBANKA_1010400	protein_coding	PBANKA-1010400-pb	p.berghei
PBANKA_1010500	protein_coding	HOP-pb	p.berghei
PBANKA_1010600	protein_coding	CAM-pb	p.berghei
PBANKA_1010700	protein_coding	PBANKA-1010700-pb	p.berghei
PBANKA_1010800	protein_coding	CAF16-pb	p.berghei
PBANKA_1010900	protein_coding	PBANKA-1010900-pb	p.berghei
PBANKA_1011100	protein_coding	PBANKA-1011100-pb	p.berghei
PBANKA_1011200	protein_coding	PBANKA-1011200-pb	p.berghei
PBANKA_1011300	protein_coding	SPC1-pb	p.berghei
PBANKA_1011400	protein_coding	TOP2-pb	p.berghei
PBANKA_1011500	protein_coding	PHD2-pb	p.berghei
PBANKA_1011600	protein_coding	RBAP46-pb	p.berghei
PBANKA_1011700	protein_coding	PBANKA-1011700-pb	p.berghei
PBANKA_1011800	protein_coding	PBANKA-1011800-pb	p.berghei
PBANKA_1011900	protein_coding	NOP10-pb	p.berghei
PBANKA_1012000	protein_coding	PBANKA-1012000-pb	p.berghei
PBANKA_1012100	protein_coding	PBANKA-1012100-pb	p.berghei
PBANKA_1012200	protein_coding	PBANKA-1012200-pb	p.berghei
PBANKA_1012300	protein_coding	PBANKA-1012300-pb	p.berghei
PBANKA_1012400	protein_coding	PBANKA-1012400-pb	p.berghei
PBANKA_1012500	protein_coding	LRR5-pb	p.berghei
PBANKA_1012600	protein_coding	PBANKA-1012600-pb	p.berghei
PBANKA_1012700	protein_coding	PBANKA-1012700-pb	p.berghei
PBANKA_1012800	protein_coding	PBANKA-1012800-pb	p.berghei
PBANKA_1012900	protein_coding	PBANKA-1012900-pb	p.berghei
PBANKA_1013000	protein_coding	ISC3-pb	p.berghei
PBANKA_1013100	protein_coding	PBANKA-1013100-pb	p.berghei
PBANKA_1013200	protein_coding	PBANKA-1013200-pb	p.berghei
PBANKA_1013300	protein_coding	MAPK1-pb	p.berghei
PBANKA_1013400	protein_coding	SRA-pb	p.berghei
PBANKA_1013500	protein_coding	LSG1-pb	p.berghei
PBANKA_1013600	protein_coding	PIP2-pb	p.berghei
PBANKA_1013700	protein_coding	PBANKA-1013700-pb	p.berghei
PBANKA_1013800	protein_coding	COX2B-pb	p.berghei
PBANKA_1013900	protein_coding	PIP3-pb	p.berghei
PBANKA_1014000	protein_coding	GDH2-pb	p.berghei
PBANKA_1014100	protein_coding	PBANKA-1014100-pb	p.berghei
PBANKA_1014200	protein_coding	PBANKA-1014200-pb	p.berghei
PBANKA_1014300	protein_coding	ATG5-pb	p.berghei
PBANKA_1014400	protein_coding	PBANKA-1014400-pb	p.berghei
PBANKA_1014500	protein_coding	PMIX-pb	p.berghei
PBANKA_1014600	protein_coding	PTPA-pb	p.berghei
PBANKA_1014700	protein_coding	PBANKA-1014700-pb	p.berghei
PBANKA_1014800	protein_coding	WRN-pb	p.berghei
PBANKA_1014900	protein_coding	PBANKA-1014900-pb	p.berghei
PBANKA_1015000	protein_coding	PBANKA-1015000-pb	p.berghei
PBANKA_1015100	protein_coding	PBANKA-1015100-pb	p.berghei
PBANKA_1015200	protein_coding	DPH2-pb	p.berghei
PBANKA_1015300	protein_coding	NOP1-pb	p.berghei
PBANKA_1035200	protein_coding	CCp3-pb	p.berghei
PBANKA_1035300	protein_coding	RlmN-pb	p.berghei
PBANKA_1035400	protein_coding	GAPM3-pb	p.berghei
PBANKA_1035500	protein_coding	VPS29-pb	p.berghei
PBANKA_1035600	protein_coding	ClpC-pb	p.berghei
PBANKA_1035700	protein_coding	WDR65-pb	p.berghei
PBANKA_1035800	protein_coding	PPR1-pb	p.berghei
PBANKA_1035900	protein_coding	GDPD-pb	p.berghei
PBANKA_1036000	protein_coding	SPT6-pb	p.berghei
PBANKA_1036100	protein_coding	PBANKA-1036100-pb	p.berghei
PBANKA_1036200	protein_coding	RBM8A-pb	p.berghei
PBANKA_1036300	protein_coding	PBANKA-1036300-pb	p.berghei
PBANKA_1036400	protein_coding	BOP1-pb	p.berghei
PBANKA_1036500	protein_coding	PBANKA-1036500-pb	p.berghei
PBANKA_1036600	protein_coding	PBANKA-1036600-pb	p.berghei
PBANKA_1036700	protein_coding	CBWD1-pb	p.berghei
PBANKA_1036800	protein_coding	MutS-pb	p.berghei
PBANKA_1036900	protein_coding	PBANKA-1036900-pb	p.berghei
PBANKA_1037000	protein_coding	BET5-pb	p.berghei
PBANKA_1037100	protein_coding	PBANKA-1037100-pb	p.berghei
PBANKA_1037200	protein_coding	PBANKA-1037200-pb	p.berghei
PBANKA_1037300	protein_coding	PBANKA-1037300-pb	p.berghei
PBANKA_1037400	protein_coding	PBANKA-1037400-pb	p.berghei
PBANKA_1037500	protein_coding	ACalpha-pb	p.berghei
PBANKA_1037600	protein_coding	RRP5-pb	p.berghei
PBANKA_1037700	protein_coding	PBANKA-1037700-pb	p.berghei
PBANKA_1037800	protein_coding	SOAP-pb	p.berghei
PBANKA_1037900	protein_coding	PBANKA-1037900-pb	p.berghei
PBANKA_1038000	protein_coding	PBANKA-1038000-pb	p.berghei
PBANKA_1038100	protein_coding	PBANKA-1038100-pb	p.berghei
PBANKA_1038200	protein_coding	MISFIT-pb	p.berghei
PBANKA_1038300	protein_coding	TRAM-pb	p.berghei
PBANKA_1038400	protein_coding	Sel1-pb	p.berghei
PBANKA_1038500	protein_coding	PBANKA-1038500-pb	p.berghei
PBANKA_1038600	protein_coding	PBANKA-1038600-pb	p.berghei
PBANKA_1038700	protein_coding	PBANKA-1038700-pb	p.berghei
PBANKA_1038800	protein_coding	PBANKA-1038800-pb	p.berghei
PBANKA_1038900	protein_coding	CAPD2-pb	p.berghei
PBANKA_1039000	protein_coding	PBANKA-1039000-pb	p.berghei
PBANKA_1039100	protein_coding	PBANKA-1039100-pb	p.berghei
PBANKA_1039200	protein_coding	PBANKA-1039200-pb	p.berghei
PBANKA_1039300	protein_coding	SR140-pb	p.berghei
PBANKA_1039400	protein_coding	PBANKA-1039400-pb	p.berghei
PBANKA_1039450	snoRNA_encoding	PBANKA-1039450-pb	p.berghei
PBANKA_1039500	protein_coding	PBANKA-1039500-pb	p.berghei
PBANKA_1039600	protein_coding	RPN6-pb	p.berghei
PBANKA_1039700	protein_coding	PBANKA-1039700-pb	p.berghei
PBANKA_1039800	protein_coding	PBANKA-1039800-pb	p.berghei
PBANKA_1039900	protein_coding	PBANKA-1039900-pb	p.berghei
PBANKA_1040000	protein_coding	PBANKA-1040000-pb	p.berghei
PBANKA_1040100	protein_coding	CK-pb	p.berghei
PBANKA_1040151	protein_coding	PBANKA-1040151-pb	p.berghei
PBANKA_1040200	protein_coding	PBANKA-1040200-pb	p.berghei
PBANKA_1040300	protein_coding	PBANKA-1040300-pb	p.berghei
PBANKA_1040400	protein_coding	PBANKA-1040400-pb	p.berghei
PBANKA_1040500	protein_coding	PBANKA-1040500-pb	p.berghei
PBANKA_1040521	protein_coding	PBANKA-1040521-pb	p.berghei
PBANKA_1040541	protein_coding	PBANKA-1040541-pb	p.berghei
PBANKA_1040561	protein_coding	PBANKA-1040561-pb	p.berghei
PBANKA_1040581	protein_coding	PBANKA-1040581-pb	p.berghei
PBANKA_1040601	protein_coding	PBANKA-1040601-pb	p.berghei
PBANKA_1040621	protein_coding	PBANKA-1040621-pb	p.berghei
PBANKA_1100011	protein_coding	PBANKA-1100011-pb	p.berghei
PBANKA_1100021	protein_coding	PBANKA-1100021-pb	p.berghei
PBANKA_1100031	protein_coding	PBANKA-1100031-pb	p.berghei
PBANKA_1100041	protein_coding	PBANKA-1100041-pb	p.berghei
PBANKA_1100051	protein_coding	PBANKA-1100051-pb	p.berghei
PBANKA_1100061	protein_coding	PBANKA-1100061-pb	p.berghei
PBANKA_1100071	protein_coding	PBANKA-1100071-pb	p.berghei
PBANKA_1100100	protein_coding	PBANKA-1100100-pb	p.berghei
PBANKA_1100200	protein_coding	PBANKA-1100200-pb	p.berghei
PBANKA_1100300	protein_coding	PBANKA-1100300-pb	p.berghei
PBANKA_1100351	protein_coding	PBANKA-1100351-pb	p.berghei
PBANKA_1100400	protein_coding	PBANKA-1100400-pb	p.berghei
PBANKA_1100441	protein_coding	PBANKA-1100441-pb	p.berghei
PBANKA_1100461	protein_coding	PBANKA-1100461-pb	p.berghei
PBANKA_1100500	protein_coding	PBANKA-1100500-pb	p.berghei
PBANKA_1100600	protein_coding	PBANKA-1100600-pb	p.berghei
PBANKA_1100700	protein_coding	PBANKA-1100700-pb	p.berghei
PBANKA_1100750	protein_coding	PBANKA-1100750-pb	p.berghei
PBANKA_1100781	protein_coding	PBANKA-1100781-pb	p.berghei
PBANKA_1100821	protein_coding	PBANKA-1100821-pb	p.berghei
PBANKA_1100850	protein_coding	PBANKA-1100850-pb	p.berghei
PBANKA_1100860	protein_coding	PBANKA-1100860-pb	p.berghei
PBANKA_1100900	protein_coding	PBANKA-1100900-pb	p.berghei
PBANKA_1101000	protein_coding	PBANKA-1101000-pb	p.berghei
PBANKA_1101100	protein_coding	PBANKA-1101100-pb	p.berghei
PBANKA_1101200	protein_coding	PBANKA-1101200-pb	p.berghei
PBANKA_1101300	protein_coding	SBP1-pb	p.berghei
PBANKA_1101400	protein_coding	RAP2/3-pb	p.berghei
