dist_parasite_px	dist_parasite_um
36x30_17	479.046980994557	1341.33154678476
36x32_17	536.584550653483	1502.43674182975
36x34_17	615.253516853012	1722.70984718843
36x36_17	707.662073309005	1981.45380526521
36x38_17	621.007157768733	1738.82004175245
36x40_17	532.818027097432	1491.89047587281
36x42_17	464.923617382468	1301.78612867091
36x44_17	422.729334208072	1183.6421357826
36x46_17	391.62497366741	1096.54992626875
36x48_17	274.340026244805	768.152073485453
36x50_17	173.779457934475	486.58248221653
36x52_17	127.400039246462	356.720109890093
36x54_17	171.104295679565	479.092027902783
36x56_17	100.379131297297	281.061567632431
36x58_17	63.2823040035682	177.190451209991
37x25_17	417.637222957916	1169.38422428216
37x27_17	392.268543220075	1098.35192101621
37x29_17	404.930117427686	1133.80432879752
37x31_17	453.074298542744	1268.60803591968
37x33_17	529.722578337001	1483.2232193436
37x35_17	621.863208430922	1741.21698360658
37x37_17	635.654410823994	1779.83235030718
37x39_17	533.569882958174	1493.99567228289
37x41_17	449.080215551743	1257.42460354488
37x43_17	386.433551855943	1082.01394519664
37x45_17	358.761940567836	1004.53343358994
37x47_17	358.996949847767	1005.19145957375
37x49_17	259.856595067356	727.598466188598
37x51_17	194.009303900612	543.226050921714
37x53_17	195.788074202695	548.206607767546
37x55_17	174.166414672864	487.665961084019
37x57_17	94.3631283923966	264.21675949871
37x59_17	131.615842511454	368.524359032072
38x26_17	344.197879133501	963.754061573802
38x28_17	337.946800547068	946.251041531791
38x30_17	374.195256517236	1047.74671824826
38x32_17	444.013873657119	1243.23884623993
38x34_17	536.507241330441	1502.22027572523
38x36_17	640.344719662776	1792.96521505577
38x38_17	548.934185490392	1537.0157193731
38x40_17	450.815483318841	1262.28335329275
38x42_17	366.297283637211	1025.63239418419
38x44_17	314.471381845789	880.519869168209
38x46_17	304.478784154167	852.540595631668
38x48_17	344.517778931654	964.649781008631
38x50_17	270.206902206439	756.579326178029
38x52_17	241.600082781443	676.480231788041
38x54_17	208.242959064646	583.080285381009
38x56_17	89.9795532329424	251.942749052239
38x58_17	44.7643831634036	125.34027285753
39x25_17	312.163098395694	874.056675507944
39x27_17	277.267830806244	776.349926257483
39x29_17	295.924399129237	828.588317561863
39x31_17	359.449815690591	1006.45948393365
39x33_17	451.170488839862	1263.27736875161
39x35_17	557.509461803116	1561.02649304872
39x37_17	575.217532764779	1610.60909174138
39x39_17	464.548985576333	1300.73715961373
39x41_17	364.984999691768	1021.95799913695
39x43_17	284.413167768301	796.356869751243
39x45_17	246.051966055953	688.945504956668
39x47_17	266.133237307932	745.173064462209
39x49_17	335.302162235796	938.846054260229
39x51_17	304.567644374776	852.789404249373
39x53_17	270.085190264109	756.238532739504
39x55_17	142.066639292974	397.786590020327
39x57_17	17.4427635425124	48.8397379190347
40x26_17	234.691052236765	657.134946262942
40x28_17	225.494744949855	631.385285859593
40x30_17	276.55314136708	774.348795827823
40x32_17	366.244781532789	1025.48538829181
40x34_17	472.659930605504	1323.44780569541
40x36_17	588.192323989356	1646.9385071702
40x38_17	493.502097259981	1381.80587232795
40x40_17	380.075387258896	1064.21108432491
40x42_17	278.179402544473	778.902327124524
40x44_17	204.530926756811	572.68659491907
40x46_17	191.06347112936	534.977719162209
40x48_17	249.135826408006	697.580313942416
40x50_17	345.565985015887	967.584758044483
40x52_17	341.674260078221	956.687928219019
40x54_17	216.873880400568	607.246865121591
40x56_17	101.944739932966	285.445271812304
40x58_17	70.770686021827	198.157920861116
41x27_17	163.335544202724	457.339523767627
41x29_17	191.658785345206	536.644598966578
41x31_17	279.584352208774	782.836186184568
41x33_17	388.52238030775	1087.8626648617
41x35_17	507.663668189876	1421.45827093165
41x37_17	533.303712719122	1493.25039561354
41x39_17	413.096562561345	1156.67037517177
41x41_17	295.315847864621	826.884374020938
41x43_17	192.121237764074	537.939465739408
41x45_17	130.412767779846	365.155749783568
41x47_17	163.586338060365	458.041746569022
41x49_17	260.784604606944	730.196892899443
41x51_17	374.621141955443	1048.93919747524
41x53_17	296.389912109032	829.891753905291
41x55_17	188.241600078197	527.076480218953
41x57_17	120.620479189895	337.737341731707
42x26_17	131.7357961983	368.860229355239
42x28_17	113.852975367357	318.7883310286
42x30_17	193.960640337157	543.08979294404
42x32_17	308.42997584541	863.603932367147
42x34_17	429.955555842694	1203.87555635954
42x36_17	554.683810832802	1553.11467033185
42x38_17	460.589296445326	1289.65003004691
42x40_17	334.072761535567	935.403732299588
42x42_17	212.699412317007	595.558354487618
42x44_17	106.066017177982	296.98484809835
42x46_17	80.8116946982303	226.272745155045
42x48_17	176.604671512392	494.493080234698
42x50_17	295.326006304897	826.912817653711
42x52_17	381.724010248242	1068.82722869508
42x54_17	272.944902865029	764.245728022081
42x56_17	194.9	545.72
43x27_17	50.6053356870595	141.694939923767
43x29_17	108.929564398285	305.002780315197
43x31_17	229.799238466971	643.43786770752
43x33_17	355.685956990152	995.920679572425
43x35_17	482.144044866262	1350.00332562553
43x37_17	516.92088369498	1447.37847434595
43x39_17	388.573300678263	1088.00524189914
43x41_17	261.020344034713	730.856963297196
43x43_17	135.362661025853	379.015450872388
43x45_17	19.906029237394	55.7368818647032
43x47_17	93.6779589871599	262.298285164048
43x49_17	218.63588452036	612.180476657007
43x51_17	345.418760347495	967.172528972986
43x53_17	360.560466496259	1009.56930618953
43x55_17	276.088192431332	773.046938807729
44x28_17	33.0938060669971	92.6626569875918
44x30_17	159.491441776667	446.576036974668
44x32_17	287.830644650635	805.925805021778
44x34_17	415.115610402693	1162.32370912754
44x36_17	542.310658202474	1518.46984296693
44x38_17	453.241127877866	1269.07515805802
44x40_17	325.953677690557	912.670297533561
44x42_17	197.806900789633	553.859322210973
44x44_17	74.8840436942341	209.675322343856
44x46_17	31.7157689485848	88.8041530560373
44x48_17	155.353307013401	434.989259637523
44x50_17	281.491918178835	788.177370900739
44x52_17	406.217601785053	1137.40928499815
44x54_17	359.991347118233	1007.97577193105
45x29_17	113.181712303711	316.908794450392
45x31_17	232.695788530863	651.548207886416
45x33_17	357.332128418367	1000.52995957143
45x35_17	483.590901485957	1354.05452416068
45x37_17	514.485082388207	1440.55823068698
45x39_17	397.970916022767	1114.31856486375
45x41_17	274.490254836123	768.572713541145
45x43_17	155.768161059955	436.150850967873
45x45_17	71.8153883231167	201.083087304727
45x47_17	117.725273412297	329.630765554431
45x49_17	229.719916419974	643.215765975928
45x51_17	351.536626825712	984.302555111994
45x53_17	443.66231528044	1242.25448278523
46x28_17	117.624189689026	329.347731129274
46x30_17	199.959045806885	559.885328259279
46x32_17	313.361596243063	877.412469480575
46x34_17	434.889238772357	1217.6898685626
46x36_17	456.884339849813	1279.27615157948
46x38_17	466.34670578873	1305.77077620844
46x40_17	350.662986355845	981.856361796367
46x42_17	237.089772027391	663.851361676694
46x44_17	148.561973600245	415.973526080686
46x46_17	133.330416634765	373.325166577343
46x48_17	206.263229878716	577.537043660405
46x50_17	312.734775808512	875.657372263833
46x52_17	429.821544364635	1203.50032422098
47x29_17	197.40377402674	552.730567274871
47x31_17	285.203436164433	798.569621260413
47x33_17	396.531776784661	1110.28897499705
47x35_17	407.474195501997	1140.92774740559
47x37_17	399.321749971123	1118.10089991914
47x39_17	429.344663411576	1202.16505755241
47x41_17	325.341190137369	910.955332384634
47x43_17	232.46681483601	650.907081540829
47x45_17	183.824100704995	514.707481973986
47x47_17	210.81802579476	590.290472225328
47x49_17	293.733552731043	822.453947646919
47x51_17	394.847818785922	1105.57389260058
48x28_17	228.37208673566	639.441842859849
48x30_17	281.52131358034	788.259678024952
48x32_17	372.513905780711	1043.03893618599
48x34_17	372.766481862304	1043.74614921445
48x36_17	340.604785638722	953.693399788422
48x38_17	354.324399385647	992.108318279813
48x40_17	408.568048187814	1143.99053492588
48x42_17	319.026550619223	893.274341733825
48x44_17	253.488185129011	709.766918361232
48x46_17	244.652672170161	685.02748207645
48x48_17	293.149279378272	820.817982259161
48x50_17	379.917056737389	1063.76775886469
49x29_17	300.901877694374	842.525257544247
49x31_17	366.876886707244	1027.25528278028
49x33_17	353.3465437782	989.370322578961
49x35_17	294.56001086366	824.768030418249
49x37_17	284.80063202177	797.441769660957
49x39_17	326.960853925971	915.490390992718
49x41_17	401.788128246717	1125.00675909081
49x43_17	331.276470640461	927.57411779329
49x45_17	299.738102349368	839.26668657823
49x47_17	317.619174484161	889.333688555652
49x49_17	377.529045240231	1057.08132667265
50x30_17	377.493854254609	1056.9827919129
50x32_17	354.887390590311	993.68469365287
50x34_17	271.898970207685	761.317116581519
50x36_17	228.155254158215	638.834711643003
50x38_17	247.002935205232	691.608218574649
50x40_17	318.144699782976	890.805159392333
50x42_17	411.312302271644	1151.6744463606
50x44_17	365.853317601467	1024.38928928411
50x46_17	359.292039989756	1006.01771197132
50x48_17	394.596021267321	1104.8688595485
51x31_17	336.571017765939	942.398849744628
51x33_17	269.21701283537	753.807635939036
51x35_17	189.755764075824	531.316139412308
51x37_17	173.786650810699	486.602622269958
51x39_17	233.18288959527	652.912090866756
51x41_17	333.13618836746	932.781327428889
51x43_17	437.027802319258	1223.67784649392
51x45_17	414.290055395975	1160.01215510873
51x47_17	429.118456839135	1201.53167914958
52x30_17	327.765586967271	917.743643508359
52x32_17	255.340106524611	714.952298268912
52x34_17	183.484168254375	513.755671112251
52x36_17	114.172544860838	319.683125610345
52x38_17	147.87065293695	414.037828223461
52x40_17	247.583056770854	693.232558958392
52x42_17	366.340415460812	1025.75316329027
52x44_17	479.025771749287	1341.272160898
52x46_17	474.282827013587	1327.99191563804
53x31_17	242.634066033605	679.375384894095
53x33_17	181.420864290742	507.978420014078
53x35_17	98.7401640671109	276.47245938791
53x37_17	64.6345109055527	180.976630535548
53x39_17	164.100700790704	459.48196221397
53x41_17	286.147601772233	801.213284962251
53x43_17	412.375678235271	1154.65189905876
53x45_17	527.839530539349	1477.95068551018
54x32_17	154.708758640227	433.184524192635
54x34_17	119.437096414807	334.42386996146
54x36_17	10.8337435819752	30.3344820295307
54x38_17	87.0014367697454	243.604022955287
54x40_17	213.845738793178	598.768068620898
54x42_17	342.615498773771	959.32339656656
54x44_17	469.333410274615	1314.13354876892
55x31_17	171.424531500016	479.988688200045
55x33_17	71.7944287532117	201.024400508993
55x35_17	87.3972539614374	244.712311092025
55x37_17	47.1705416547235	132.077516633226
55x39_17	155.561499092803	435.572197459848
55x41_17	280.819372551112	786.294243143113
55x43_17	407.975513971121	1142.33143911914
56x32_17	93.6590625620394	262.24537517371
56x34_17	13.3794618725867	37.4624932432428
56x36_17	94.3167535488792	264.086909936862
56x38_17	131.129134825179	367.161577510502
56x40_17	235.797052568517	660.231747191849
56x42_17	356.011348133736	996.831774774461
57x31_17	161.362015356775	451.813642998969
57x33_17	45.4683406338965	127.31135377491
57x35_17	74.4182773248618	208.371176509613
57x37_17	154.156835722585	431.639140023237
57x39_17	217.098410864751	607.875550421303
57x41_17	318.517330768673	891.848526152284
58x32_17	135.907027044226	380.539675723834
58x34_17	84.4147498959753	236.361299708731
58x36_17	153.354817335485	429.393488539359
58x38_17	227.847668410278	637.973471548778
58x40_17	298.617296886835	836.128431283138
59x33_17	148.118466100618	414.731705081731
59x35_17	158.155998937758	442.836797025722
59x37_17	241.313820573957	675.678697607081
59x39_17	306.953498106799	859.469794699036
60x32_17	226.850170817657	635.180478289439
60x34_17	198.43933581828	555.630140291184
60x36_17	239.009644156884	669.227003639274
60x38_17	326.002407966567	912.806742306388
61x33_17	260.195964611291	728.548700911614
61x35_17	266.167109162646	745.26790565541
61x37_17	323.723493123376	906.425780745452
62x34_17	308.968040418423	865.110513171583
24x14_18	211.02360057586	590.866081612407
24x16_18	96.4539786634019	270.071140257525
24x18_18	67.3089889984986	188.465169195796
24x20_18	164.513981168775	460.63914727257
25x13_18	264.415903455144	740.364529674403
25x15_18	139.837512849736	391.545035979259
25x17_18	13.7568164921974	38.5190861781527
25x19_18	87.9710179547788	246.318850273381
25x21_18	221.805883600954	621.056474082672
25x23_18	321.569463724403	900.394498428328
25x29_18	530.726162912664	1486.03325615546
26x12_18	336.095001450483	941.066004061351
26x14_18	211.724372711315	592.828243591683
26x16_18	91.3762551213387	255.853514339748
26x18_18	42.6517291560379	119.424841636906
26x20_18	155.493954866419	435.383073625974
26x22_18	257.432651386727	720.811423882835
26x24_18	278.045499873672	778.52739964628
26x26_18	346.060760560917	968.970129570567
26x28_18	437.120498261063	1223.93739513098
26x30_18	499.374108259529	1398.24750312668
26x32_18	396.380826983344	1109.86631555336
27x13_18	290.491480081602	813.376144228487
27x15_18	175.619389590102	491.734290852286
27x17_18	97.2463366919292	272.289742737402
27x19_18	126.713614106772	354.798119498963
27x21_18	188.934089036362	529.015449301814
27x23_18	204.626122477068	572.95314293579
27x25_18	259.210744376077	725.790084253016
27x27_18	359.198454896454	1005.75567371007
27x29_18	460.647587641572	1289.8132453964
27x31_18	414.140097068613	1159.59227179212
27x33_18	306.161264695585	857.251541147637
27x35_18	221.048591943038	618.936057440507
27x37_18	173.820971116836	486.69871912714
28x12_18	372.19340402538	1042.14153127107
28x14_18	264.980036983921	741.944103554978
28x16_18	174.686834077443	489.123135416839
28x18_18	149.440991699065	418.434776757382
28x20_18	140.788706933475	394.20837941373
28x22_18	140.785297527831	394.198833077927
28x24_18	172.388456690116	482.687678732324
28x26_18	266.98256497382	747.551181926696
28x28_18	382.382073324574	1070.66980530881
28x30_18	454.98872513503	1273.96843037808
28x32_18	332.334545300364	930.53672684102
28x34_18	221.649204826004	620.617773512812
28x36_18	137.251958091679	384.305482656701
28x38_18	126.970272111231	355.516761911446
29x11_18	454.325984288814	1272.11275600868
29x13_18	337.823992635218	945.90717937861
29x15_18	232.763442146742	651.737638010879
29x17_18	158.011708426939	442.432783595429
29x19_18	127.70093969897	357.562631157115
29x21_18	84.9329735732827	237.812326005192
29x23_18	92.8913343644064	260.095736220338
29x25_18	181.066313818998	506.985678693196
29x27_18	300.640266764118	841.79274693953
29x29_18	425.826842742446	1192.31515967885
29x31_18	375.277830413682	1050.77792515831
29x33_18	247.296441543343	692.430036321359
29x35_18	143.764425363161	402.540391016851
29x37_18	56.2512222089439	157.503422185043
29x39_18	119.878355010402	335.659394029126
29x41_18	230.820817951935	646.298290265417
29x43_18	357.049044250227	999.737323900634
30x12_18	375.794890864684	1052.22569442112
30x14_18	249.0776987207	697.417556417961
30x16_18	139.097411909783	389.472753347394
30x18_18	96.0406684691439	268.913871713603
30x20_18	38.0284104322018	106.479549210165
30x22_18	23.0019564385293	64.4054780278821
30x24_18	106.867862334754	299.230014537313
30x26_18	228.543212544149	639.920995123617
30x28_18	357.603411616836	1001.28955252714
30x30_18	427.161152259894	1196.0512263277
30x32_18	296.31444446736	829.680444508607
30x34_18	169.941166289984	475.835265611955
30x36_18	51.1955076154146	143.347421323161
30x38_18	42.0830132001026	117.832436960287
30x40_18	168.849074619911	472.77740893575
30x42_18	293.652737089236	822.227663849862
30x44_18	418.005322932615	1170.41490421132
30x46_18	335.762118172971	940.133930884318
31x11_18	421.937080617478	1181.42382572894
31x13_18	293.650813041612	822.222276516514
31x15_18	171.426048195716	479.992934948005
31x17_18	55.7603801995643	156.12906455878
31x19_18	83.0783967105768	232.619510789615
31x21_18	17.531685600649	49.0887196818171
31x23_18	37.5712656161596	105.199543725247
31x25_18	164.142986447792	459.600362053818
31x27_18	294.244796045741	823.885428928076
31x29_18	419.647137485769	1175.01198496015
31x31_18	358.458770293042	1003.68455682052
31x33_18	232.778048793266	651.778536621144
31x35_18	104.132847843512	291.571973961832
31x37_18	2	5.6
31x39_18	106.794054141605	299.023351596494
31x41_18	233.157157299535	652.840040438697
31x43_18	355.856895394764	996.39930710534
31x45_18	350.453149507891	981.268818622094
31x47_18	255.895760027398	716.508128076716
32x12_18	354.549093920715	992.737462978002
32x14_18	223.422581669803	625.58322867545
32x16_18	97.3669861914189	272.627561335973
32x18_18	1.23693168768528	3.46340872551877
32x20_18	65.9412617410374	184.635532874905
32x22_18	50.2537560785263	140.710517019874
32x24_18	114.935851673879	321.820384686862
32x26_18	238.638178001761	668.18689840493
32x28_18	357.922477640061	1002.18293739217
32x30_18	428.907495854292	1200.94098839202
32x32_18	307.308899968745	860.464919912486
32x34_18	187.919344400729	526.174164322043
32x36_18	85.8393848999397	240.350277719831
32x38_18	84.474670759939	236.529078127829
32x40_18	188.285421634284	527.199180575996
32x42_18	312.385467011512	874.679307632232
32x44_18	373.248241790902	1045.09507701453
32x46_18	265.729129001696	744.041561204748
32x48_18	170.751866754071	478.105226911398
32x50_18	142.631167701873	399.367269565245
32x52_18	197.989949239854	554.371857871591
32x54_18	243.706380712529	682.37786599508
33x11_18	424.962139490096	1189.89399057227
33x13_18	299.278064682329	837.97858111052
33x15_18	176.134777940076	493.177378232213
33x17_18	68.6236110970562	192.146111071757
33x19_18	88.4430890460076	247.640649328821
33x21_18	118.423181852204	331.58490918617
33x23_18	113.151270430341	316.823557204954
33x25_18	201.69204248061	564.737718945707
33x27_18	317.707302402699	889.580446727558
33x29_18	434.59509891392	1216.86627695898
33x31_18	387.694738163932	1085.54526685901
33x33_18	268.382283319894	751.470393295704
33x35_18	167.536772083027	469.102961832475
33x37_18	119.800667777772	335.441869777761
33x39_18	171.642069435206	480.597794418577
33x41_18	273.050801134148	764.542243175615
33x43_18	385.565623467653	1079.58374570943
33x45_18	292.2900785179	818.412219850119
33x47_18	177.398985340954	496.717158954671
33x49_18	85.6868718065957	239.923241058468
33x51_18	111.831167390849	313.127268694376
33x53_18	184.512140521972	516.633993461521
34x10_18	476.819672412957	1335.09508275628
34x12_18	382.565981237224	1071.18474746423
34x14_18	261.711081156301	732.791027237643
34x16_18	156.426500312447	437.994200874852
34x18_18	107.796150209551	301.829220586743
34x20_18	170.439813423977	477.231477587136
34x22_18	160.854623806716	450.392946658804
34x24_18	188.282261511806	527.190332233056
34x26_18	280.301730283636	784.84484479418
34x28_18	390.381070237787	1093.0669966658
34x30_18	470.113284219878	1316.31719581566
34x32_18	360.653434754197	1009.82961731175
34x34_18	260.852467881751	730.386910068903
34x36_18	187.196287356347	524.149604597772
34x38_18	189.422517140915	530.383047994561
34x40_18	247.000080971647	691.600226720611
34x42_18	345.682296335812	967.910429740274
34x44_18	347.698259989894	973.555127971703
34x46_18	228.888291531043	640.887216286921
34x48_18	102.03964915659	285.711017638452
34x50_18	28.8979238008547	80.9141866423931
34x52_18	132.162664924706	370.055461789176
34x54_18	125.9	352.519999999999
35x11_18	405.39760729437	1135.11330042423
35x13_18	345.149373460245	966.418245688687
35x15_18	249.750115115089	699.300322322249
35x17_18	173.216627377397	485.006556656712
35x19_18	175.702845736772	491.967968062963
35x21_18	227.491911944139	636.97735344359
35x23_18	221.877916882235	621.258167270259
35x25_18	275.034870516449	770.097637446058
35x27_18	362.782937856785	1015.792225999
35x29_18	470.445108381414	1317.24630346796
35x31_18	443.017573014886	1240.44920444168
35x33_18	348.603901297734	976.090923633654
35x35_18	273.360896984188	765.410511555728
35x37_18	237.806160559394	665.857249566302
35x39_18	255.943763354375	716.642537392249
35x41_18	333.827275698077	934.716371954617
35x43_18	412.554408532984	1155.15234389235
35x45_18	283.241028101509	793.074878684225
35x47_18	150.999139070393	422.797589397101
35x49_18	29.4923718951189	82.5786413063329
35x51_18	70.6151541809547	197.722431706673
35x53_18	88.2805754399005	247.185611231721
35x55_18	94.5466022657612	264.730486344131
36x10_18	363.118341591278	1016.73135645558
36x12_18	347.807072958558	973.859804283963
36x14_18	331.783212354091	928.992994591455
36x16_18	252.478474329991	706.939728123975
36x18_18	219.284860398524	613.997609115867
36x20_18	256.699824698032	718.759509154488
36x22_18	276.681622085747	774.708541840091
36x24_18	291.884155102671	817.275634287478
36x26_18	353.511895132257	989.833306370319
36x28_18	445.517193832067	1247.44814272979
36x30_18	530.855620672891	1486.39573788409
36x32_18	433.244376766739	1213.08425494687
36x34_18	351.799744172732	985.03928368365
36x36_18	301.729299207087	844.842037779845
36x38_18	293.207725000553	820.981630001549
36x40_18	338.987020400487	949.163657121363
36x42_18	418.823697992365	1172.70635437862
36x44_18	336.653085534649	942.628639497017
36x46_18	230.35183958458	644.985150836823
36x48_18	113.943714175026	319.042399690073
36x50_18	61.4629969981942	172.096391594944
36x52_18	106.789980803444	299.011946249644
36x54_18	9.6747092979582	27.089186034283
37x11_18	290.437067193566	813.223788141985
37x13_18	296.602393786699	830.486702602756
37x15_18	332.364333224851	930.620133029584
37x17_18	284.247919957209	795.894175880186
37x19_18	288.959097451526	809.085472864271
37x21_18	233.142059697516	652.797767153044
37x23_18	217.636049403586	609.38093833004
37x25_18	270.235600911501	756.659682552202
37x27_18	360.750246015162	1010.10068884245
37x29_18	464.654850399735	1301.03358111926
37x31_18	517.049552750991	1447.73874770278
37x33_18	429.282191570999	1201.9901363988
37x35_18	376.935339282482	1055.41894999095
37x37_18	350.405550755122	981.135542114341
37x39_18	368.037783386434	1030.50579348202
37x41_18	424.013443183115	1187.23764091272
37x43_18	358.097752017518	1002.67370564905
37x45_18	252.735632628246	707.659771359089
37x47_18	174.459880774922	488.487666169782
37x49_18	126.671425349208	354.679990977783
37x51_18	138.713661908264	388.398253343138
37x53_18	43.4607869233866	121.690203385482
37x55_18	67.3339438916213	188.53504289654
38x10_18	250.942264276068	702.63833997299
38x12_18	230.172652589311	644.483427250072
38x14_18	265.84510527749	744.366294776973
38x16_18	354.803974047642	993.451127333399
38x18_18	293.583923265563	822.034985143575
38x20_18	212.083969219741	593.835113815274
38x22_18	163.016962307608	456.447494461301
38x24_18	184.429607167613	516.402900069316
38x26_18	272.73109467019	763.647065076531
38x28_18	383.356231200172	1073.39744736048
38x30_18	501.791241454053	1405.01547607135
38x32_18	514.380024884326	1440.26406967611
38x34_18	456.60788429461	1278.50207602491
38x36_18	414.512207299134	1160.63418043757
38x38_18	414.352217322413	1160.18620850276
38x40_18	447.010268338436	1251.62875134762
38x42_18	387.252708189368	1084.30758293023
38x44_18	266.212640571404	745.395393599932
38x46_18	158.529271744999	443.881960885998
38x48_18	103.900048123184	290.920134744915
38x50_18	156.93581490533	439.420281734924
38x52_18	126.952038187656	355.465706925437
38x54_18	79.4609967216625	222.490790820655
39x11_18	175.301397598536	490.8439132759
39x13_18	189.347352767341	530.172587748556
39x15_18	267.406525724411	748.73827202835
39x17_18	304.573176757245	852.804894920286
39x19_18	208.809698050641	584.667154541795
39x21_18	126.612874542836	354.516048719941
39x23_18	106.158230957378	297.243046680658
39x25_18	183.904757959113	514.933322285516
39x27_18	297.306474870629	832.458129637761
39x29_18	426.934304079679	1195.4160514231
39x31_18	548.850890497592	1536.78249339326
39x33_18	536.230715270955	1501.44600275867
39x35_18	487.819741297951	1365.89527563426
39x37_18	472.20343073722	1322.16960606422
39x39_18	478.219719375937	1339.01521425262
39x41_18	434.00093317872	1215.20261290042
39x43_18	308.215330572637	863.002925603384
39x45_18	187.64972688496	525.419235277887
39x47_18	67.3884263060055	188.687593656815
39x49_18	67.9471853721698	190.252119042075
39x51_18	189.120067681883	529.536189509273
39x53_18	146.762290797057	410.93441423176
40x12_18	114.558674922504	320.764289783011
40x14_18	183.560480496211	513.969345389392
40x16_18	295.599205005697	827.677774015951
40x18_18	226.978699441159	635.540358435245
40x20_18	128.226206369837	359.033377835543
40x22_18	51.294054236334	143.623351861735
40x24_18	104.452572969746	292.467204315288
40x26_18	225.752164995156	632.106061986436
40x28_18	350.471967495262	981.321508986734
40x30_18	461.296715791474	1291.63080421613
40x32_18	561.593892416931	1572.46289876741
40x34_18	560.672774441563	1569.88376843638
40x36_18	529.85511227127	1483.59431435956
40x38_18	530.466973524271	1485.30752586796
40x40_18	494.48374088538	1384.55447447906
40x42_18	365.168467970606	1022.4717103177
40x44_18	241.411370900378	675.951838521059
40x46_18	108.632085499635	304.169839398977
40x48_18	0.360555127546071	1.009554357129
40x50_18	116.7	326.760000000001
40x52_18	221.550378018184	620.341058450914
40x54_18	191.012146210653	534.83400938983
41x11_18	65.3394980084785	182.95059442374
41x13_18	98.4374928571426	275.624979999999
41x15_18	214.786824549366	601.403108738224
41x17_18	263.213677456169	736.998296877272
41x19_18	140.127120858169	392.355938402874
41x21_18	42.7113568035481	119.591799049935
41x23_18	21.4021027004359	59.9258875612204
41x25_18	154.300291639388	432.040816590285
41x27_18	284.4	796.32
41x29_18	378.58275185222	1060.03170518622
41x31_18	480.836323503123	1346.34170580874
41x33_18	596.012835432258	1668.83593921032
41x35_18	599.476646751148	1678.53461090321
41x37_18	578.208310213543	1618.98326859792
41x39_18	561.099367313847	1571.07822847877
41x41_18	436.293410447602	1221.62154925329
41x43_18	310.435065673967	869.218183887106
41x45_18	183.48187921427	513.749261799956
41x47_18	66.6388775415675	186.588857116389
41x49_18	65.7388773862169	184.068856681407
41x51_18	189.23649225242	529.862178306775
41x53_18	250.79110829533	702.215103226925
42x12_18	11.6730458750062	32.6845284500173
42x14_18	137.569073559431	385.193405966406
42x16_18	262.816780286191	735.886984801335
42x18_18	199.203037125441	557.768503951236
42x20_18	69.0035506332826	193.209941773191
42x22_18	32.7024463916693	91.566849896674
42x24_18	101.655988510269	284.636767828754
42x26_18	211.489243225276	592.169881030773
42x28_18	290.672272499459	813.882362998486
42x30_18	396.73896960092	1110.86911488258
42x32_18	512.589436098716	1435.25042107641
42x34_18	632.394592007237	1770.70485762026
42x36_18	638.959474458279	1789.08652848318
42x38_18	632.159505188366	1770.04661452742
42x40_18	505.334473393613	1414.93652550212
42x42_18	379.477496038961	1062.53698890909
42x44_18	261.119015010397	731.133242029112
42x46_18	149.031037035914	417.286903700559
42x48_18	98.8000506072747	276.640141700369
42x50_18	154.749087234788	433.297444257407
42x52_18	265.950559315073	744.661566082204
43x13_18	78.9780349211097	221.138497779107
43x15_18	201.428895643103	564.000907800688
43x17_18	272.118595468961	761.93206731309
43x19_18	145.159946266179	406.447849545302
43x21_18	51.112131632324	143.113968570507
43x23_18	102.472093762156	286.921862534036
43x25_18	129.195394654763	361.747105033336
43x27_18	208.028964329489	582.48110012257
43x29_18	313.720416932019	878.417167409654
43x31_18	431.61261566363	1208.51532385816
43x33_18	553.52814743245	1549.87881281086
43x35_18	665.579093722151	1863.62146242202
43x37_18	655.750013343499	1836.1000373618
43x39_18	580.034145546622	1624.09560753054
43x41_18	462.199004758773	1294.15721332456
43x43_18	346.617671217149	970.529479408018
43x45_18	234.40588729808	656.336484434623
43x47_18	158.816246020362	444.685488857013
43x49_18	162.196331647791	454.149728613814
43x51_18	237.780150559293	665.784421566021
44x12_18	81.8716678711266	229.240670039154
44x14_18	163.58584902124	458.040377259473
44x16_18	280.975603923188	786.731690984926
44x18_18	229.769275578786	643.3539716206
44x20_18	135.107808804673	378.301864653084
44x22_18	108.745666580329	304.48786642492
44x24_18	70.1411434181107	196.39520157071
44x26_18	122.957919631067	344.282174966988
44x28_18	232.676685553151	651.494719548824
44x30_18	354.133449422672	991.573658383481
44x32_18	477.1411950356	1335.99534609968
44x34_18	600.016883095801	1680.04727266824
44x36_18	614.159368568126	1719.64623199075
44x38_18	589.307135541391	1650.0599795159
44x40_18	539.433489876185	1510.41377165332
44x42_18	425.471033091561	1191.31889265637
44x44_18	322.331645979727	902.528608743235
44x46_18	243.342269242316	681.358353878486
44x48_18	210.000595237252	588.001666664305
44x50_18	242.756688888278	679.718728887177
45x13_18	159.549271386616	446.737959882525
45x15_18	249.460097009522	698.488271626661
45x17_18	305.631362919449	855.767816174457
45x19_18	215.309567831994	602.866789929584
45x21_18	159.863003850172	447.616410780481
45x23_18	68.7034205844221	192.369577636382
45x25_18	35.1449854175528	98.405959169148
45x27_18	153.501661228796	429.804651440628
45x29_18	278.980608645117	781.145704206329
45x31_18	407.373600028279	1140.64608007918
45x33_18	534.071699306376	1495.40075805785
45x35_18	550.838923824379	1542.34898670826
